0.629530000,0.000381550,0.000034497,0.000006292,0.000009659,0.000002835,0.000002415,0.000004490,0.000001280,0.000000536,69.902000000,0.319520000,30.579000000,0
0.639430000,0.000418440,0.000029078,0.000008861,0.000013623,0.000004637,0.000003487,0.000004183,0.000003332,0.000001708,72.841000000,0.249990000,30.963000000,0
0.649880000,0.000497610,0.000045559,0.000015027,0.000019638,0.000008300,0.000006882,0.000006230,0.000004310,0.000003608,75.728000000,0.242190000,30.568000000,0
0.682390000,0.000666990,0.000055046,0.000014275,0.000011795,0.000005733,0.000004146,0.000004133,0.000002487,0.000001701,79.720000000,0.212790000,32.165000000,0
0.670150000,0.001041400,0.000154350,0.000062190,0.000045796,0.000028581,0.000022909,0.000019367,0.000015933,0.000015575,88.918000000,0.231630000,34.414000000,0
0.616950000,0.000585550,0.000046207,0.000012109,0.000013775,0.000004696,0.000004440,0.000004381,0.000002293,0.000001696,67.857000000,0.217730000,33.288000000,0
0.619550000,0.000719380,0.000103270,0.000029731,0.000019389,0.000009601,0.000008485,0.000005042,0.000005273,0.000004644,71.993000000,0.273330000,30.924000000,0
0.616820000,0.000672030,0.000048683,0.000008631,0.000004836,0.000006205,0.000002032,0.000001276,0.000001054,0.000000745,71.002000000,0.286000000,29.929000000,0
0.610290000,0.000638950,0.000050684,0.000009555,0.000004080,0.000005127,0.000001138,0.000000392,0.000000913,0.000000549,69.046000000,0.284270000,31.196000000,0
0.602020000,0.000428310,0.000024424,0.000003763,0.000002455,0.000002982,0.000000794,0.000000361,0.000000495,0.000000253,64.022000000,0.264230000,29.507000000,0
0.604200000,0.000432560,0.000018534,0.000004228,0.000002425,0.000003430,0.000000823,0.000000441,0.000000687,0.000000365,56.441000000,0.272610000,29.521000000,0
0.638480000,0.000559690,0.000024167,0.000012656,0.000003357,0.000005935,0.000004610,0.000003057,0.000002535,0.000002750,60.779000000,0.282040000,33.413000000,0
0.655740000,0.000462380,0.000008183,0.000002553,0.000000883,0.000000587,0.000000497,0.000000350,0.000000342,0.000000219,60.634000000,0.288150000,35.217000000,0
0.663360000,0.000453300,0.000006668,0.000002329,0.000000824,0.000000619,0.000000429,0.000000344,0.000000397,0.000000200,57.506000000,0.300330000,34.491000000,0
0.668880000,0.000518460,0.000012522,0.000006355,0.000005645,0.000003279,0.000002628,0.000002114,0.000001361,0.000001836,59.698000000,0.294810000,34.397000000,0
0.657120000,0.000406710,0.000008944,0.000001979,0.000001222,0.000000575,0.000000628,0.000000493,0.000000453,0.000000276,61.592000000,0.304280000,33.328000000,0
0.653020000,0.000417800,0.000007965,0.000001923,0.000000867,0.000000484,0.000000402,0.000000461,0.000000363,0.000000172,56.925000000,0.300410000,31.983000000,0
0.647900000,0.000716920,0.000097033,0.000038077,0.000023800,0.000017039,0.000011877,0.000010573,0.000009797,0.000009453,47.353000000,0.285740000,27.512000000,0
0.722380000,0.000406840,0.000081212,0.000035718,0.000018167,0.000014127,0.000011653,0.000009196,0.000008220,0.000007952,41.760000000,0.272320000,23.662000000,0
0.798790000,0.000740570,0.000136800,0.000064008,0.000028407,0.000018787,0.000015805,0.000012386,0.000011390,0.000010457,40.569000000,0.261920000,23.259000000,0
0.840890000,0.000802590,0.000071466,0.000018528,0.000007073,0.000005336,0.000005607,0.000004621,0.000003888,0.000002759,36.889000000,0.296510000,23.594000000,0
0.923440000,0.001243700,0.000185520,0.000081126,0.000047100,0.000037803,0.000030408,0.000024892,0.000022244,0.000021794,44.551000000,0.312570000,23.427000000,0
1.018700000,0.001411900,0.000197860,0.000087849,0.000050242,0.000035806,0.000029959,0.000024403,0.000021029,0.000020554,41.769000000,0.318240000,21.386000000,0
1.069400000,0.000976590,0.000103680,0.000027113,0.000008483,0.000005359,0.000004411,0.000003882,0.000003581,0.000003168,39.798000000,0.334080000,18.919000000,0
